date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:38:26	1236/1236	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:30%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C3.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C3.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:26	1027/1027	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:33%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C8.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C8.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:27	2131/2131	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:08%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0542.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0542.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:27	4482/4482	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:24%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06AC.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06AC.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:27	865/865	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:24%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06AE.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06AE.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:27	1460/1460	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:25%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06B3.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06B3.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:28	885/885	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:22%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06AB.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06AB.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:28	780/780	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:25%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06B1.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06B1.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:28	1514/1514	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:32%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C7.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C7.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:28	2048/2048	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:44%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/01A7.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/01A7.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:29	10581/10581	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:48%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/01A9.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/01A9.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:29	8415/8415	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:49%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/01AA.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/01AA.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:29	5421/5421	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:47%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/01A8.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/01A8.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:29	1061/1061	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202006%2014:37:53%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/05EF.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/05EF.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:30	1018/1018	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:27%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06BC.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06BC.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:30	2932/2932	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:10%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0559.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0559.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:30	2589/2589	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:10%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/055A.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/055A.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:30	2471/2471	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:11%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/055C.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/055C.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:30	3646/3646	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:12%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/055D.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/055D.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:31	2364/2364	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:13%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0561.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0561.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:31	2370/2370	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:13%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0562.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0562.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:31	1041/1041	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:26%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06BB.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06BB.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:31	1894/1894	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:14%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/059D.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/059D.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:32	1050/1050	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:18%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0602.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0602.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:32	1119/1119	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:19%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/067D.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/067D.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:32	3469/3469	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:15%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/05A2.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/05A2.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:32	923/923	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:21%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06A8.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06A8.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:33	1626/1626	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:56%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0490.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0490.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:33	1677/1677	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:58%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0499.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0499.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:33	2510/2510	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:18:58%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04A3.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04A3.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:33	2341/2341	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:00%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04A5.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04A5.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:34	1650/1650	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202006%2014:37:54%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/060C.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/060C.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:34	1944/1944	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:00%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04B8.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04B8.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:34	1176/1176	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:29%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C2.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C2.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:34	1502/1502	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:34%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C9.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C9.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:35	2752/2752	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:02%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04D1.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04D1.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:35	1487/1487	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:19%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0619.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0619.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:35	968/968	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:16%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/05C5.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/05C5.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:35	1948/1948	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:03%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04F7.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04F7.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:36	2144/2144	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:20%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06A1.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06A1.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:36	3135/3135	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:04%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0513.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0513.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:36	1173/1173	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:28%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C1.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C1.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:36	1472/1472	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:31%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06C6.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06C6.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:37	2169/2169	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:04%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/051B.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/051B.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:37	1028/1028	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202006%2014:37:54%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06AF.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06AF.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:37	2725/2725	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202006%2014:37:55%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06BA.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06BA.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:37	1153/1153	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:22%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06AA.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06AA.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:38	654/654	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Oct%202006%2018:02:52%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/06B2.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/06B2.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:38	2932/2932	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:05%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/051F.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/051F.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:38	2056/2056	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202006%2016:19:06%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0522.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0522.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/index.html)
16:38:38	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:40%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0103.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0103.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/0479.html)
16:38:39	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:40%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/05A3.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/05A3.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/0479.html)
16:38:39	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:40%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0487.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0487.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/0479.html)
16:38:39	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:41%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0101.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0101.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/0480.html)
16:38:39	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:41%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0620.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0620.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/05DC.html)
16:38:40	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:41%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0577.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0577.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/06BD.html)
16:38:40	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:42%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04DD.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04DD.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/06BD.html)
16:38:40	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:42%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0698.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0698.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/0694.html)
16:38:41	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:42%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0696.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0696.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/0694.html)
16:38:41	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:42%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/0519.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/0519.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/06C3.html)
16:38:41	2134/2134	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:38:43%20GMT	http://dreadnaut.altervista.org/pascal/tp7ita/04B3.html	C:/Users/csanc/PersonalDrive/Github/PCDAAD/tphelp/TPHELP/dreadnaut.altervista.org/pascal/tp7ita/04B3.html	(from http://dreadnaut.altervista.org/pascal/tp7ita/06C3.html)
